ACCESSION_NUMBER	NONDERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001209191-20-065779	796474	Common Stock		29-DEC-2020				4	S	0				111648.0		18.0		D		982453.0				I		See Footnotes	F3, F4
0001209191-20-065779	796473	Common Stock		29-DEC-2020				4	S	0				358352.0		18.0		D		3153331.0				I		See Footnotes	F2, F1
0001209191-20-065778	784134	Common Stock		29-DEC-2020				4	S	0				111648.0		18.0		D		982453.0				I		Footnote	F3, F4
0001209191-20-065778	784133	Common Stock		29-DEC-2020				4	S	0				358352.0		18.0		D		3153331.0				I		Footnote	F2, F1
0001493152-20-024718	725128	Common Stock, par value $0.01		31-OCT-2020				4	M	0				120000.0		0.06		A		280000.0				D			
0001493152-20-024717	656037	Common Stock, par value $0.01		31-OCT-2020				4	M	0				120000.0		0.06		A		459481.0				D			
0001493152-20-024716	578801	Common Stock, par value $0.01		31-OCT-2020				4	M	0				200000.0		0.06		A		902916.0				D			
0001104659-20-141128	515570	Common Stock		30-DEC-2020				4	F	0				25000.0	F1	4.64		D		11600.0				D			
0001127602-20-032641	577015	Common Stock		31-DEC-2020				5	G	0		E		13500.0		0.0		D		16167.0				D			
0001225208-20-015165	832171	Common Stock		01-DEC-2020				5	A	0				98.51		65.28		A		3085.68				I			
0001225208-20-015165	832170	Common Stock		01-DEC-2020				5	A	0				13.5		65.28		A		2237.82				D		By 401(k)	
0001225208-20-015164	750922	Common Stock		01-DEC-2020				5	A	0				53.91		65.28		A		6213.23				I			
0001225208-20-015164	750921	Common Stock		01-DEC-2020				5	A	0				23.36		65.28		A		12631.86				D		By 401(k)	
0001225208-20-015163	725654	Common Stock		01-DEC-2020				5	A	0				45.25		65.46		A		5243.47				D			
0001225208-20-015162	577203	Common Stock		01-SEP-2020				5	A	0				21.2		61.55		A		3069.49				D			
0001225208-20-015162	577204	Common Stock		01-SEP-2020				5	A	0				7.03		61.55		A		3076.51				D			
0001225208-20-015162	577202	Common Stock		01-JUN-2020				5	A	0				5.72		75.07		A		3048.29				D		By 401(k)	
0001225208-20-015162	577201	Common Stock		01-JUN-2020				5	A	0				17.25		75.07		A		3042.57				D		By 401(k)	
0001225208-20-015162	577200	Common Stock		02-MAR-2020				5	A	0				5.95		68.47		A		3025.32				D		By 401(k)	
0001225208-20-015162	577199	Common Stock		02-MAR-2020				5	A	0				17.95		68.47		A		3019.37				D		By 401(k)	
0001225208-20-015162	577210	Common Stock		01-DEC-2020				5	A	0				20.27		65.28		A		2340.68				I			
0001225208-20-015162	577205	Common Stock		01-DEC-2020				5	A	0				20.18		65.28		A		3096.69				D			
0001225208-20-015162	577206	Common Stock		01-DEC-2020				5	A	0				6.68		65.28		A		3103.38				D			
0001225208-20-015162	577207	Common Stock		02-MAR-2020				5	A	0				18.38		68.47		A		2282.1				I			
0001225208-20-015162	577208	Common Stock		01-JUN-2020				5	A	0				17.07		75.07		A		2299.17				I			
0001225208-20-015162	577209	Common Stock		01-SEP-2020				5	A	0				21.24		61.55		A		2320.41				I			
0001225208-20-015161	621880	Common Stock		02-MAR-2020				5	A	0				32.79		68.97		A		7138.97				D		By 401(k)	
0001225208-20-015161	621881	Common Stock		01-JUN-2020				5	A	0				31.58		75.5		A		7188.49				D			
0001225208-20-015161	621882	Common Stock		01-SEP-2020				5	A	0				38.74		62.01		A		7244.48				D			
0001225208-20-015161	621883	Common Stock		01-DEC-2020				5	A	0				29.9		65.47		A		6483.09				D			
0001225208-20-015161	621884	Common Stock		01-DEC-2020				5	A	0				20.17		65.28		A		6503.25				D			
0001225208-20-015161	621886	Common Stock		01-DEC-2020				5	A	0				35.94		65.28		A		2854.17				I			
0001225208-20-015161	621885	Common Stock		01-DEC-2020				5	A	0				6.2		65.28		A		6509.46				D			
0000899243-20-035568	820993	Common Units		30-DEC-2020				4	J	0	F1			54348.0			F1	A		54348.0				I		See Footnotes	F15, F16, F5, F8, F14, F13
0000899243-20-035568	820992	Common Units		30-DEC-2020				4	J	0	F1			73359.0			F1	D		2250419.0				I		See Footnotes	F2, F15, F16, F8, F14, F13
0000899243-20-035568	820990	Common Units		30-DEC-2020				4	P	0	F1			27258.0		33.71	F17	A		2277677.0				I		See Footnotes	F2, F15, F16, F8, F14, F13
0000899243-20-035568	820991	Common Units		30-DEC-2020				4	P	0	F1			46101.0		34.14	F18	A		2323778.0				I		See Footnotes	F2, F15, F16, F8, F14, F13
0000899243-20-035568	820994	Common Units		30-DEC-2020				4	J	0	F1			19011.0			F1	A		19011.0				I		See Footnotes	F15, F16, F8, F14, F13, F7
0001225208-20-015160	652364	Common Stock		01-SEP-2020				5	A	0				25.45		61.55		A		27258.01				D			
0001225208-20-015160	652365	Common Stock		01-DEC-2020				5	A	0				208.56		65.28		A		27466.57				D			
0001225208-20-015160	652363	Common Stock		01-SEP-2020				5	A	0				219.17		61.55		A		27232.56				D			
0001225208-20-015160	652362	Common Stock		01-JUN-2020				5	A	0				20.71		75.07		A		27013.4				D			
0001225208-20-015160	652361	Common Stock		01-JUN-2020				5	A	0				178.34		75.07		A		26992.69				D			
0001225208-20-015160	652366	Common Stock		01-DEC-2020				5	A	0				24.22		65.28		A		27490.79				D			
0001225208-20-015160	652360	Common Stock		02-MAR-2020				5	A	0				21.54		68.47		A		26814.35				D			
0001225208-20-015160	652359	Common Stock		02-MAR-2020				5	A	0				185.48		68.47		A		26792.81				D			
0001225208-20-015159	481542	Common Stock		01-JUN-2020				5	A	0				210.29		75.07		A		32405.94				D			
0001225208-20-015159	481543	Common Stock		01-SEP-2020				5	A	0				258.43		61.55		A		32664.37				D			
0001225208-20-015159	481541	Common Stock		02-MAR-2020				5	A	0				218.71		68.47		A		32195.65				D			
0001225208-20-015159	481544	Common Stock		01-DEC-2020				5	A	0				245.92		65.28		A		32910.29				D			
0001225208-20-015158	819579	Common Stock		01-JUN-2020				5	A	0				26.44		75.07		A		3508.7				D			
0001225208-20-015158	819580	Common Stock		01-SEP-2020				5	A	0				32.49		61.55		A		3541.2				D			
0001225208-20-015158	819578	Common Stock		02-MAR-2020				5	A	0				27.5		68.47		A		3482.26				D			
0001225208-20-015158	819581	Common Stock		01-DEC-2020				5	A	0				30.92		65.28		A		3572.12				D			
0001225208-20-015157	731291	Common Stock		01-SEP-2020				5	A	0				32.49		61.55		A		5041.2				D			
0001225208-20-015157	731290	Common Stock		01-JUN-2020				5	A	0				26.44		75.07		A		5008.7				D			
0001225208-20-015157	731292	Common Stock		01-DEC-2020				5	A	0				30.92		65.28		A		5072.12				D			
0001225208-20-015156	401809	Common Stock		01-SEP-2020				5	A	0				239.74		61.55		A		32975.08				D			
0001225208-20-015156	401810	Common Stock		01-DEC-2020				5	A	0				228.13		65.28		A		33203.21				D			
0001225208-20-015156	401807	Common Stock		02-MAR-2020				5	A	0				13.62		68.47		A		32540.26				D			
0001225208-20-015156	401808	Common Stock		01-JUN-2020				5	A	0				195.08		75.07		A		32735.34				D			
0001225208-20-015156	401806	Common Stock		02-MAR-2020				5	A	0				202.89		68.47		A		32526.64				D			
0001225208-20-015155	416187	Common Stock		01-DEC-2020				5	A	0				245.92		65.28		A		53910.29				D			
0001225208-20-015155	416185	Common Stock		01-JUN-2020				5	A	0				210.29		75.07		A		53405.94				D			
0001225208-20-015155	416186	Common Stock		01-SEP-2020				5	A	0				258.43		61.55		A		53664.37				D			
0001225208-20-015154	496656	Common Stock		02-MAR-2020				5	A	0				37.5		68.47		A		13064.17				D		By 401(k)	
0001225208-20-015154	496657	Common Stock		02-MAR-2020				5	A	0				25.38		68.47		A		13089.55				D		By 401(k)	
0001225208-20-015154	496658	Common Stock		01-JUN-2020				5	A	0				36.06		75.07		A		13125.61				D		By 401(k)	
0001225208-20-015154	496659	Common Stock		01-JUN-2020				5	A	0				24.4		75.07		A		13150.01				D		By 401(k)	
0001225208-20-015154	496660	Common Stock		01-SEP-2020				5	A	0				44.32		61.55		A		13194.32				D			
0001225208-20-015154	496661	Common Stock		01-SEP-2020				5	A	0				29.99		61.55		A		13224.31				D			
