ACCESSION_NUMBER	NONDERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001250853-24-000009	8323298	Common Stock		26-JUN-2024				4	P	0				300000.0		1.29		A		2203822.0				D			
0001250853-24-000009	8323299	Common Stock		27-JUN-2024				4	P	0				258010.0		1.27		A		2461832.0				D			
0001250853-24-000009	8323300	Common Stock		28-JUN-2024				4	P	0				49990.0		1.27		A		2511822.0				D			
0001610717-24-000380	7677913	Common Stock		17-APR-2024				4	G	0	F1			238965.0		0.0		D		238965.0				I		See footnote	F2
0001415889-24-018512	7431071	Common Stock		27-JUN-2024				4	P	0	F1			7959.0		14.97	F2	A		190094.0				I		see footnote below	F3
0000950170-24-079190	7810472	Common Stock		28-JUN-2024				4	S	false	F1			1350.0		16.03	F2	D		213702.0				D			
0001628280-24-030527	7994023	A Ordinary Shares	F1	21-MAR-2024		21-MAR-2024		4	P	0				1994.0	F2	47.99		A		241336.0				D			
0001225208-24-007040	7663928	Common Stock		28-JUN-2024				4	S	0	F1			4443.0		130.9	F3	D		230397.0				D			
0001225208-24-007040	7663927	Common Stock		28-JUN-2024				4	S	0	F1			3400.0		130.08	F2	D		234840.0				D			
0001104659-24-076443	7382511	Class C Common Stock		26-JUN-2024				4	C	0				375000.0			F1	A		435152.0				I		See footnotes	F3, F2
0001104659-24-076443	7382512	Class C Common Stock		28-JUN-2024				4	J	0	F4			375000.0		24.69		D		60152.0				I		See footnotes	F3, F2
0000907242-24-000004	8441192	Common Stock		21-JUN-2024				4	S	0				2000.0		68.0		D		525310.0				D			
0000950170-24-079183	8376997	Common Stock		28-JUN-2024				4	A	false				9560.0	F1	0.0		A		226832.0				D			
0000950170-24-079183	8376998	Common Stock		28-JUN-2024				4	F	false				4047.0		0.0		D		222785.0				D			
0001857816-24-000168	8318134	Class A Ordinary Shares, par value $0.05 per share		27-JUN-2024				4	S	0				8554.0	F9	30.19	F11	D		4219582.0	F3			I		By DCM IV, L.P., DCM Affiliates Fund IV, L.P., DCM IX, L.P. and DCM Affiliates Fund IX, L.P.	F6, F5, F4, F7
0001857816-24-000168	8318133	Class A Ordinary Shares, par value $0.05 per share		27-JUN-2024				4	S	0				84657.0	F9	29.61	F10	D		4228136.0	F3			I		By DCM IV, L.P., DCM Affiliates Fund IV, L.P., DCM IX, L.P. and DCM Affiliates Fund IX, L.P.	F6, F5, F4, F7
0001857816-24-000168	8318132	Class A Ordinary Shares, par value $0.05 per share		26-JUN-2024				4	S	0				21921.0	F1	30.55	F8	D		4312793.0	F3			I		By DCM IV, L.P., DCM Affiliates Fund IV, L.P., DCM IX, L.P. and DCM Affiliates Fund IX, L.P.	F6, F5, F4, F7
0001857816-24-000168	8318131	Class A Ordinary Shares, par value $0.05 per share		26-JUN-2024				4	S	0				112638.0	F1	29.88	F2	D		4334714.0	F3			I		By DCM IV, L.P., DCM Affiliates Fund IV, L.P., DCM IX, L.P. and DCM Affiliates Fund IX, L.P.	F6, F5, F4, F7
0001104659-24-076442	8227473	COMMON STOCK		26-JUN-2024				4	G	0	F4			37890.0		0.0		D		1939280.0	F3			D			
0001104659-24-076442	8227472	COMMON STOCK		26-JUN-2024				4	S	0	F1			24610.0		2.05	F2	D		1977170.0	F3			D			
0001415889-24-018510	7104835	Common Stock		27-JUN-2024				4	A	0				547.0	F1	0.0		A		14621.0				D			
0001415889-24-018509	7583882	Common Stock		27-JUN-2024				4	A	0				547.0	F1	0.0		A		3119.0				D			
0001415889-24-018508	7815682	Common Stock		27-JUN-2024				4	A	0				547.0	F1	0.0		A		11386.0				D			
0001104659-24-076441	7894778	Common Stock		26-JUN-2024				4	S	0	F1			13038.0		2.06	F2	D		672186.0	F3			D			
0001415889-24-018507	7351530	Common Stock		27-JUN-2024				4	A	0				547.0	F1	0.0		A		7085.0				D			
0001415889-24-018506	7517597	Common Stock		27-JUN-2024				4	A	0				547.0	F1	0.0		A		4970.0				D			
0001415889-24-018505	8090974	Common Stock		27-JUN-2024				4	A	0				547.0	F1	0.0		A		5970.0				D			
