ACCESSION_NUMBER	NONDERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0001772384-19-000004	631979	Common Stock		31-DEC-2019				4	A	0	F1			146.0		18.9		A		4358.0				D			
0001618835-19-000219	544111	Common Stock		31-DEC-2019				4	M	0				37500.0		0.0	F1	A		287500.0				D			
0001482512-19-000156	719377	Common Stock, par value $0.01		29-DEC-2019				4	F	0				2430.0		37.33		D		96541.0				D			
0001482512-19-000155	555117	Common Stock, par value $0.01		29-DEC-2019				4	F	0				11636.0		37.33		D		188886.0				D			
0001482512-19-000154	674705	Common Stock, par value $0.01		29-DEC-2019				4	F	0				3455.0		37.33		D		56332.0				D			
0001482512-19-000153	744213	Common Stock, par value $0.01		29-DEC-2019				4	F	0				5629.0		37.33		D		84164.0				D			
0001482512-19-000152	609470	Common Stock, par value $0.01		29-DEC-2019				4	F	0				21279.0		37.33		D		665622.0				D			
0001482512-19-000151	804543	Common Stock, par value $0.01		29-DEC-2019				4	F	0				4577.0		37.33		D		34594.0				D			
0001482512-19-000150	753984	Common Stock, par value $0.01		29-DEC-2019				4	F	0				3422.0		37.33		D		61827.0				D			
0001482512-19-000149	717663	Common Stock, par value $0.01		29-DEC-2019				4	F	0				3395.0		37.33		D		77461.0				D			
