ACCESSION_NUMBER	NONDERIV_TRANS_SK	SECURITY_TITLE	SECURITY_TITLE_FN	TRANS_DATE	TRANS_DATE_FN	DEEMED_EXECUTION_DATE	DEEMED_EXECUTION_DATE_FN	TRANS_FORM_TYPE	TRANS_CODE	EQUITY_SWAP_INVOLVED	EQUITY_SWAP_TRANS_CD_FN	TRANS_TIMELINESS	TRANS_TIMELINESS_FN	TRANS_SHARES	TRANS_SHARES_FN	TRANS_PRICEPERSHARE	TRANS_PRICEPERSHARE_FN	TRANS_ACQUIRED_DISP_CD	TRANS_ACQUIRED_DISP_CD_FN	SHRS_OWND_FOLWNG_TRANS	SHRS_OWND_FOLWNG_TRANS_FN	VALU_OWND_FOLWNG_TRANS	VALU_OWND_FOLWNG_TRANS_FN	DIRECT_INDIRECT_OWNERSHIP	DIRECT_INDIRECT_OWNERSHIP_FN	NATURE_OF_OWNERSHIP	NATURE_OF_OWNERSHIP_FN
0000899243-21-038562	5869027	Common Stock		28-SEP-2021				4	J	0	F11			928072.0		0.0		D		9573040.0				I		See footnotes	F12, F17
0000899243-21-038562	5869022	Common Stock		28-SEP-2021				4	J	0	F1			2438808.0		0.0		D		25156256.0				I		See footnotes	F2, F17
0000899243-21-038562	5869023	Common Stock		28-SEP-2021				4	J	0	F3			706166.0		0.0		D		7284087.0				I		See footnotes	F4, F17
0000899243-21-038562	5869030	Common Stock		29-SEP-2021				4	S	0	F13			25385.0		20.57		D		9519.0				I		See footnotes	F17, F16
0000899243-21-038562	5869029	Common Stock		29-SEP-2021				4	S	0	F13			7255.0		20.55		D		0.0				I		See footnotes	F17, F15
0000899243-21-038562	5869028	Common Stock		29-SEP-2021				4	S	0	F13			193264.0		20.57		D		0.0				I		See footnotes	F14, F17
0000899243-21-038562	5869026	Common Stock		28-SEP-2021				4	J	0	F9			582507.0		0.0		D		6008549.0				I		See footnotes	F17, F10
0000899243-21-038562	5869025	Common Stock		28-SEP-2021				4	J	0	F7			549905.0		0.0		D		5672261.0				I		See footnotes	F17, F8
0000899243-21-038562	5869024	Common Stock		28-SEP-2021				4	J	0	F5			794542.0		0.0		D		8195682.0				I		See footnotes	F17, F6
0001127602-21-026119	5869431	Common Stock		30-SEP-2021				4	P	0				14814.0		9.9		A		128953.0				D	F1		
0001127602-21-026117	5868547	Common Stock		30-SEP-2021				4	M	0				406.0		9.4		A		8143.0				D	F1		
0001127602-21-026115	5869371	Common Stock		30-SEP-2021				4	M	0				261.0		9.4		A		1678.0				D	F1		
0001209191-21-058315	5868310	Class A Common Stock		28-SEP-2021				4	S	0				926.0		50.0		D		45137.0				I		See footnote	F2
0001209191-21-058315	5868311	Class A Common Stock		28-SEP-2021				4	S	0				103785.0		52.66	F3	D		8383188.0				I		See footnote	F1
0001209191-21-058315	5868309	Class A Common Stock		28-SEP-2021				4	S	0				174074.0		50.0		D		8486973.0				I		See footnote	F1
0001209191-21-058315	5868318	Class A Common Stock		28-SEP-2021				4	J	0	F7			5051.0		0.0		D		39108.0				I		See footnote	F2
0001209191-21-058315	5868317	Class A Common Stock		28-SEP-2021				4	J	0	F6			949441.0		0.0		D		7353649.0				I		See footnote	F1
0001209191-21-058315	5868316	Class A Common Stock		28-SEP-2021				4	S	0				57.0		54.07	F5	D		44159.0				I		See footnote	F2
0001209191-21-058315	5868315	Class A Common Stock		28-SEP-2021				4	S	0				10740.0		54.07	F5	D		8303090.0				I		See footnote	F1
0001209191-21-058315	5868314	Class A Common Stock		28-SEP-2021				4	S	0				369.0		53.4	F4	D		44216.0				I		See footnote	F2
0001209191-21-058315	5868313	Class A Common Stock		28-SEP-2021				4	S	0				69358.0		53.4	F4	D		8313830.0				I		See footnote	F1
0001209191-21-058315	5868312	Class A Common Stock		28-SEP-2021				4	S	0				552.0		52.66	F3	D		44585.0				I		See footnote	F2
0001209191-21-058313	5868408	Class A Common Stock		28-SEP-2021				4	S	0				103785.0		52.66	F3	D		8383188.0				I		See footnote	F1
0001209191-21-058313	5868412	Class A Common Stock		28-SEP-2021				4	S	0				10740.0		54.07	F5	D		8303090.0				I		See footnote	F1
